Title,video,sample,start,end,initial_code,action,difficulty_with_existing_speech_tools,tag_primary,tag_secondary,how_primary,how_secondary,location,intent,adjusted_start,adjusted_end,duration,true_duration,true_duration_unlabelled,estimated_duration,insights_and_notes
,,,87.22,87.22,,[click] to [create] [reference] at [new position] on [canvas] using [cursor] and [freehand positioning],,creating spline object,creating spline object using freehand,cursor,,canvas,,26.0,26.0,0.0,<1 second,1.0,0.5,
,,,87.22,87.23,hover to plan out where pen point will go,[hover] over [reference(s)] on [canvas],,wayfinding,wayfinding using canvas,cursor,,canvas,,26.0,27.0,1.0,<2 seconds,2.0,1.5,
,,,87.23,87.23,,[click] to [create] [reference] at [new position] on [canvas] using [cursor] and [freehand positioning],,creating spline object,creating spline object using freehand,cursor,,canvas,,27.0,27.0,0.0,<1 second,1.0,0.5,
,,,87.23,87.23,hover to plan out where pen point will go,[hover] over [reference(s)] on [canvas],,wayfinding,wayfinding using canvas,cursor,,canvas,,27.0,27.0,0.0,<1 second,1.0,0.5,
,,,87.24,87.24,,[drag] to [create] [reference] at [new position] on [canvas] using [cursor] and [freehand positioning],,creating design object,creating design object using freehand,cursor,,canvas,,27.99999999999909,27.99999999999909,0.0,<1 second,1.0,0.5,
,,,87.25,87.25,updating spline object point to a bend,[gui interaction],,creating spline object,updating spline object point to a bend,cursor,,canvas,,29.0,29.0,0.0,<1 second,1.0,0.5,
,,,87.25,87.25,exit pen tool context,[deselect],,selection,deselect,cursor,,canvas,,29.0,29.0,0.0,<1 second,1.0,0.5,
,,,87.26,87.26,,[hover] over [reference(s)] on [canvas],,wayfinding,wayfinding using canvas,cursor,,canvas,,30.00000000000091,30.00000000000091,0.0,<1 second,1.0,0.5,
,,,87.3,87.3,activate pen tool,[gui interaction],,gui interaction,activate tool,cursor,,gui,,34.0,34.0,0.0,<1 second,1.0,0.5,
,,,87.31,87.31,enter vector editing mode,[double click] [reference] on [canvas] using [cursor],,enter vector editing mode,enter vector editing mode,cursor,,canvas,,35.0,35.0,0.0,<1 second,1.0,0.5,
,,,87.33,87.33,,[click] to [create] [reference] at [new position] on [canvas] using [cursor] and [freehand positioning],,creating spline object,creating spline object using freehand,cursor,,canvas,,37.0,37.0,0.0,<1 second,1.0,0.5,
,,,87.33,87.34,hover to plan out where pen point will go,[hover] over [reference(s)] on [canvas],,wayfinding,wayfinding using canvas,cursor,,canvas,,37.0,38.0,1.0,<2 seconds,2.0,1.5,
,,,87.34,87.34,,[click] to [create] [reference] at [new position] on [canvas] using [cursor] and [freehand positioning],,creating spline object,creating spline object using freehand,cursor,,canvas,,38.0,38.0,0.0,<1 second,1.0,0.5,
,,,87.34,87.37,,[hover] over [reference(s)] in [layers panel],,wayfinding,wayfinding using layers,cursor,,layers panel,,38.0,41.0,3.0,<4 seconds,4.0,3.5,
,,,87.37,87.37,,[click] to [create] [reference] at [new position] on [canvas] using [cursor] and [alignment grids],,creating spline object,creating spline object using freehand,cursor,,canvas,,41.0,41.0,0.0,<1 second,1.0,0.5,
,,,87.38,87.39,accidently activates comments tool,[mistake/redundant],,,,,,,,42.0,43.0,1.0,<2 seconds,2.0,1.5,
,,,87.39,87.39,,[select] [reference] on [canvas] using [cursor],,selection,select,cursor,,canvas,,43.0,43.0,0.0,<1 second,1.0,0.5,
,,,87.4,87.4,,[deselect],,selection,deselect,cursor,,canvas,,44.00000000000091,44.00000000000091,0.0,<1 second,1.0,0.5,
,,,87.4,87.4,zoom out,[zoom],,navigation,navigate,gesture,,canvas,,44.00000000000091,44.00000000000091,0.0,<1 second,1.0,0.5,
,,,87.42,87.42,zoom out,[zoom],,navigation,navigate,gesture,,canvas,,46.0,46.0,0.0,<1 second,1.0,0.5,
,,,87.42,87.43,pan,[pan],,navigation,navigate,gesture,,canvas,,46.0,47.00000000000091,1.0000000000009095,<2 seconds,2.0000000000009095,1.5000000000009095,
,,,87.43,87.43,,[drag] to [multiselect] [references] on [canvas] using [cursor],,selection,multiselect,cursor,,canvas,,47.00000000000091,47.00000000000091,0.0,<1 second,1.0,0.5,
,,,87.43,87.44,,[duplicate] [reference],,copy/paste/cut,copy/paste/cut,keyboard,,canvas,,47.00000000000091,48.0,0.9999999999990905,<2 seconds,1.9999999999990905,1.4999999999990905,
,,,87.45,87.45,,[select] [reference] on [canvas] using [cursor],,selection,select,cursor,,canvas,,49.0,49.0,0.0,<1 second,1.0,0.5,
,,,87.46,87.46,,[deselect],,selection,deselect,cursor,,canvas,,49.99999999999909,49.99999999999909,0.0,<1 second,1.0,0.5,
,,,87.46,87.46,zoom out,[zoom],,navigation,navigate,gesture,,canvas,,49.99999999999909,49.99999999999909,0.0,<1 second,1.0,0.5,
,,,87.46,87.46,,[drag] to [multiselect] [references] on [canvas] using [cursor],,selection,multiselect,cursor,,canvas,,49.99999999999909,49.99999999999909,0.0,<1 second,1.0,0.5,
,,,87.47,87.48,dragging to test out where the design object would look best but not placing it,[hover] over [reference(s)] on [canvas],,wayfinding,wayfinding using canvas,cursor,,canvas,,51.0,52.0,1.0,<2 seconds,2.0,1.5,
,,,87.47,87.48,,[drag] [reference] to [new position] using [cursor] and [freehand positioning],,positioning,freehand positioning,cursor,,canvas,,51.0,52.0,1.0,<2 seconds,2.0,1.5,
,,,87.5,87.5,,[select] [reference] on [canvas] using [cursor],,selection,select,cursor,,canvas,,54.0,54.0,0.0,<1 second,1.0,0.5,
,,,87.51,87.52,,[duplicate] [reference] to [new position] using [freehand positioning],,positioning,freehand positioning,cursor,,canvas,,55.00000000000091,56.0,0.9999999999990905,<2 seconds,1.9999999999990905,1.4999999999990905,
,,,87.52,87.54,flatten group,[gui interaction],,gui interaction,grouping,cursor,,gui,,56.0,58.00000000000091,2.0000000000009095,<3 seconds,3.0000000000009095,2.5000000000009095,
,,,87.54,87.55,,[drag] [reference] to [resize] using [freehand positioning],,resizing,freehand resizing,cursor,,canvas,,58.00000000000091,59.0,0.9999999999990905,<2 seconds,1.9999999999990905,1.4999999999990905,
,,,87.55,87.58,,[drag] [reference] to [new position] using [cursor] and [alignment grids],,positioning,alignment positioning,cursor,,canvas,,59.0,62.0,3.0,<4 seconds,4.0,3.5,
