Title,video,sample,start,end,initial_code,action,difficulty_with_existing_speech_tools,tag_primary,tag_secondary,how_primary,how_secondary,location,intent,adjusted_start,adjusted_end,duration,true_duration,true_duration_unlabelled,estimated_duration,insights_and_notes
"Designing checkout UI for a bakery on Figma | Daily UI Challenge, Day 2",https://www.youtube.com/watch?v=ajwuqQDeeG4,5_1,24.33,24.33,drag mouse to create rectangle,[drag] to [create] [reference] at [new position] on [canvas] using [cursor],,creating design object using freehand,,,,,,0.0,0.0,0.0,<1 second,1.0,0.5,
,,,24.32,24.32,select design object,[select] [reference] on [canvas] using [cursor],,,,,,,,0.9999999999997726,0.9999999999997726,0.0,<1 second,1.0,0.5,
,,,24.31,24.3,change colour of design object,[update][colour] using [colour wheel],,,,,,,,2.0,2.9999999999997726,0.9999999999997726,<2 seconds,1.9999999999997726,1.4999999999997726,
,,,24.29,24.29,zoom in slightly,[zoom],,,,,,,,3.9999999999997726,3.9999999999997726,0.0,<1 second,1.0,0.5,
,,,24.28,24.27,drag mouse to create rectangle,[drag] to [create] [reference] at [new position] on [canvas] using [cursor],,creating design object using freehand,,,,,,4.999999999999773,5.999999999999773,1.0,<2 seconds,2.0,1.5,
,,,24.27,24.27,zoom in slightly,[zoom],,,,,,,,5.999999999999773,5.999999999999773,0.0,<1 second,1.0,0.5,
,,,24.26,24.26,update width in ui bar,[gui interaction],,,,,,,,6.999999999999545,6.999999999999545,0.0,<1 second,1.0,0.5,
,,,24.26,24.26,update height in ui bar,[gui interaction],,,,,,,,6.999999999999545,6.999999999999545,0.0,<1 second,1.0,0.5,
,,,24.24,24.23,eye dropper,[eyedropper],,,,,,,,9.0,9.999999999999773,0.9999999999997726,<2 seconds,1.9999999999997726,1.4999999999997726,
,,,24.23,24.22,zoom out to show an area of interest,[zoom] to focus [area of interest],,,,,,,,9.999999999999773,10.999999999999773,1.0,<2 seconds,2.0,1.5,
,,,24.21,24.21,frame selection,[create] [frame] from [reference],,,,,,,,11.999999999999773,11.999999999999773,0.0,<1 second,1.0,0.5,
,,,24.2,24.2,select multiple design objects with mouse,[multiselect] [references] on [canvas] using [cursor],,,,,,,,12.999999999999773,12.999999999999773,0.0,<1 second,1.0,0.5,
,,,24.17,24.17,centre selected within the current frame (uses alignment grids),[drag] [reference] to [new position] using [cursor] and [alignment grids],,alignment positioning,,,,,,15.999999999999545,15.999999999999545,0.0,<1 second,1.0,0.5,
