Title,video,sample,start,end,initial_code,action,difficulty_with_existing_speech_tools,tag_primary,tag_secondary,how_primary,how_secondary,location,intent,adjusted_start,adjusted_end,duration,true_duration,true_duration_unlabelled,estimated_duration,insights_and_notes
,,,24.1,24.1,drag to increase height of design object a little bit (alignment grids used),[drag] [reference] to [resize] using [alignment grids],,resizing,alignment resizing,cursor,,canvas,,22.999999999999545,22.999999999999545,0.0,<1 second,1.0,0.5,
,,,24.09,24.09,undo,[undo],,undo,undo,keyboard,,canvas,,23.999999999999773,23.999999999999773,0.0,<1 second,1.0,0.5,
,,,24.09,24.09,select design object,[select] [reference] on [canvas] using [cursor],,selection,select,cursor,,canvas,,23.999999999999773,23.999999999999773,0.0,<1 second,1.0,0.5,
,,,24.09,24.08,duplicate design object to new position aligned with other objects (further away) (alignment grids used),[duplicate] [reference] to [new position] using [alignment grids],,positioning,alignment positioning,cursor,,canvas,,23.999999999999773,25.0,1.0000000000002274,<2 seconds,2.0000000000002274,1.5000000000002274,
,,,24.07,24.07,move design object up a bit (whilst aligning with other reference objects),[drag] [reference] to [new position] using [cursor] and [alignment grids] and [reference(s)],,positioning,alignment positioning,cursor,,canvas,,25.999999999999773,25.999999999999773,0.0,<1 second,1.0,0.5,
,,,24.06,24.05,update design object corners to be rounded in ui panel,[gui interaction],,gui interaction,update design object property,cursor,,gui,,27.0,27.999999999999773,0.9999999999997726,<2 seconds,1.9999999999997726,1.4999999999997726,
,,,24.04,24.04,zoom out,[zoom],,navigation,navigate,gesture,,canvas,,28.999999999999773,28.999999999999773,0.0,<1 second,1.0,0.5,
,,,24.01,24.01,pan,[pan],,navigation,navigate,gesture,,canvas,,31.999999999999545,31.999999999999545,0.0,<1 second,1.0,0.5,
,,,24.01,23.56,leave figma,[exit figma],,switch to another app,switch to another app,cursor,,gui,,31.999999999999545,37.0,5.000000000000455,<6 seconds,6.000000000000455,5.500000000000455,
,,,23.56,23.56,zoom out,[zoom],,navigation,navigate,gesture,,canvas,,37.0,37.0,0.0,<1 second,1.0,0.5,
,,,23.55,23.55,paste image,,,,,,,,,37.99999999999977,37.99999999999977,0.0,<1 second,1.0,0.5,
,,,23.55,23.54,move image down below other design objects,[drag] [reference] to [new position] using [cursor] and [reference(s)],,positioning,reference positioning,cursor,,canvas,,37.99999999999977,38.99999999999977,1.0,<2 seconds,2.0,1.5,
,,,23.53,23.53,leave figma,[exit figma],,switch to another app,switch to another app,keyboard,,gui,,39.99999999999977,39.99999999999977,0.0,<1 second,1.0,0.5,
,,,23.52,23.5,zoom out a lot and pan around,[zoom] and [pan],,navigation,navigate,complex gesture,,canvas,,40.99999999999977,42.99999999999977,2.0,<3 seconds,3.0,2.5,
,,,23.49,23.47,zoom back in to focus main context or area of interest,[zoom] to focus [area of interest],,navigation,navigate to region of interest,complex gesture,,canvas,,44.0,45.99999999999977,1.9999999999997726,<3 seconds,2.9999999999997726,2.4999999999997726,
,,,23.45,23.45,change figma page,[gui interaction],,gui interaction,gui interaction,cursor,,gui,,47.99999999999977,47.99999999999977,0.0,<1 second,1.0,0.5,
,,,23.45,23.45,pan,[pan],,navigation,navigate,gesture,,canvas,,47.99999999999977,47.99999999999977,0.0,<1 second,1.0,0.5,
,,,23.44,23.44,select design object,[select] [reference] on [canvas] using [cursor],,selection,select,cursor,,canvas,,48.999999999999545,48.999999999999545,0.0,<1 second,1.0,0.5,
,,,23.44,23.44,duplicate to new position away from other reference objects,[duplicate] [reference] to [new position] using [reference(s)],,positioning,reference positioning,cursor,,canvas,,48.999999999999545,48.999999999999545,0.0,<1 second,1.0,0.5,
,,,23.41,23.4,zoom and pan,[zoom] and [pan],,navigation,navigate,complex gesture,,canvas,,51.99999999999977,53.0,1.0000000000002274,<2 seconds,2.0000000000002274,1.5000000000002274,
,,,23.32,23.32,click UI button,[gui interaction],,gui interaction,gui interaction,cursor,,gui,,60.99999999999977,60.99999999999977,0.0,<1 second,1.0,0.5,
,,,23.28,23.28,zoom and pan,[zoom] and [pan],,navigation,navigate,complex gesture,,canvas,,64.99999999999977,64.99999999999977,0.0,<1 second,1.0,0.5,
